Time [mm:ss]	UTC Time [hh:mm:ss]	Range [m]	Vertical Speed [m/s]	Horizontal Speed [m/s]	Longitude [°]	Latitude [°]	Altitude [m]
18:30.1     	11:32:11.1         	7549.9   	1.6                 	10.9                  	7.33067      	61.6919     	3059.6
18:32.2     	11:32:13.2         	7571.1   	1.8                 	10.6                  	7.33107      	61.6920     	3063.0
18:35.0     	11:32:16.0         	7602.8   	1.7                 	10.7                  	7.33167      	61.6920     	3068.3
18:35.9     	11:32:16.9         	7613.4   	1.8                 	10.7                  	7.33187      	61.6920     	3070.2
18:39.0     	11:32:20.0         	7644.7   	1.9                 	10.5                  	7.33245      	61.6920     	3075.9
18:39.9     	11:32:20.9         	7655.2   	1.9                 	10.6                  	7.33265      	61.6921     	3077.7
18:41.1     	11:32:22.1         	7201.2   	0.0                 	10.6                  	7.33285      	61.6921     	0.0
18:43.1     	11:32:24.1         	7686.9   	2.1                 	10.5                  	7.33324      	61.6921     	3083.8
18:44.0     	11:32:25.0         	7697.4   	1.9                 	10.5                  	7.33344      	61.6921     	3085.7
18:46.0     	11:32:27.0         	7718.3   	2.0                 	10.6                  	7.33383      	61.6921     	3089.6
18:47.1     	11:32:28.1         	7729.1   	2.0                 	11.0                  	7.33403      	61.6921     	3091.6
18:49.0     	11:32:30.0         	---      	---                 	---                   	---          	---         	---
18:52.1     	11:32:33.1         	7785.7   	2.3                 	11.0                  	7.33509      	61.6922     	3102.2
18:54.0     	11:32:35.0         	7807.7   	2.3                 	10.9                  	7.33550      	61.6922     	3106.9
18:56.0     	11:32:37.0         	7818.8   	2.1                 	11.1                  	7.33570      	61.6923     	3109.1
18:57.0     	11:32:38.0         	7841.4   	1.9                 	11.6                  	7.33612      	61.6923     	3113.0
19:01.9     	11:32:42.9         	7896.1   	2.1                 	11.1                  	7.33715      	61.6924     	3122.7
19:03.0     	11:32:44.0         	---      	---                 	---                   	---          	---         	---
19:03.9     	11:32:44.9         	7918.9   	2.1                 	11.6                  	7.33758      	61.6924     	3126.8
19:05.0     	11:32:46.0         	7464.5   	2.1                 	11.3                  	7.33779      	61.6924     	0.0
19:09.1     	11:32:50.1         	7977.3   	2.5                 	11.4                  	7.33866      	61.6924     	3138.4
19:11.1     	11:32:52.1         	7999.9   	2.6                 	11.1                  	7.33908      	61.6925     	3143.5
19:12.0     	11:32:53.0         	8011.3   	2.6                 	11.2                  	7.33929      	61.6925     	3146.2
19:14.0     	11:32:55.0         	8033.8   	2.7                 	10.8                  	7.33970      	61.6925     	3151.5
19:16.9     	11:32:57.9         	---      	---                 	---                   	---          	---         	---
19:18.9     	11:32:59.9         	7621.2   	2.9                 	11.5                  	7.34074      	61.6925     	0.0
19:24.1     	11:33:05.1         	8149.2   	2.8                 	11.2                  	7.34182      	61.6926     	3179.4
19:24.9     	11:33:05.9         	7689.6   	2.9                 	0.0                   	7.34202      	61.6926     	0.0
19:29.9     	11:33:10.9         	8217.5   	2.9                 	11.0                  	7.34305      	61.6927     	3196.4
19:33.0     	11:33:14.0         	7778.4   	2.8                 	11.5                  	7.34369      	61.6928     	0.0
19:37.1     	11:33:18.1         	---      	---                 	---                   	---          	---         	---
19:38.0     	11:33:19.0         	8311.1   	2.9                 	10.7                  	7.34475      	61.6929     	3218.6
19:41.1     	11:33:22.1         	8344.4   	3.0                 	11.2                  	7.34535      	61.6929     	3227.6
19:44.9     	11:33:25.9         	8391.6   	3.0                 	10.9                  	7.34619      	61.6930     	3239.7
19:48.1     	11:33:29.1         	8425.6   	3.3                 	11.9                  	7.34679      	61.6931     	3249.0
19:49.0     	11:33:30.0         	---      	---                 	---                   	---          	---         	---
19:51.0     	11:33:32.0         	8464.1   	3.3                 	12.4                  	7.34748      	61.6932     	3258.8
19:53.0     	11:33:34.0         	8489.0   	3.2                 	12.0                  	7.34792      	61.6932     	3265.3
19:54.1     	11:33:35.1         	8501.3   	3.3                 	11.9                  	7.34814      	61.6933     	3268.6
19:55.0     	11:33:36.0         	8513.6   	3.4                 	11.8                  	7.34836      	61.6933     	3272.1
19:56.1     	11:33:37.1         	8525.7   	3.3                 	11.6                  	7.34857      	61.6933     	3275.4
19:57.1     	11:33:38.1         	8054.9   	3.3                 	11.7                  	7.34879      	61.6933     	0.0
19:57.9     	11:33:38.9         	8550.1   	3.4                 	12.1                  	7.34901      	61.6934     	3282.2
19:59.0     	11:33:40.0         	8562.7   	3.3                 	12.2                  	7.34923      	61.6934     	3285.5
20:01.9     	11:33:42.9         	8599.6   	3.4                 	11.7                  	7.34987      	61.6935     	3296.0
20:03.0     	11:33:44.0         	8611.8   	3.6                 	0.0                   	7.35009      	61.6935     	3299.7
20:03.9     	11:33:44.9         	8624.3   	3.5                 	12.2                  	7.35031      	61.6935     	3303.2
20:06.0     	11:33:47.0         	8649.9   	3.5                 	12.6                  	7.35076      	61.6936     	3310.2
20:07.1     	11:33:48.1         	8663.0   	3.5                 	12.8                  	7.35099      	61.6936     	3313.7
20:08.0     	11:33:49.0         	8676.3   	3.6                 	12.9                  	7.35122      	61.6936     	3317.4
20:09.1     	11:33:50.1         	8689.7   	3.7                 	12.8                  	7.35146      	61.6937     	3321.1
20:10.0     	11:33:51.0         	8703.0   	3.6                 	12.9                  	7.35170      	61.6937     	3324.8
20:11.1     	11:33:52.1         	8716.5   	3.7                 	12.9                  	7.35193      	61.6937     	3328.6
20:12.0     	11:33:53.0         	---      	---                 	---                   	---          	---         	---
20:12.9     	11:33:53.9         	8743.0   	3.5                 	12.5                  	7.35241      	61.6938     	3335.7
20:14.1     	11:33:55.1         	8264.2   	0.0                 	11.9                  	7.35263      	61.6938     	0.0
20:15.0     	11:33:56.0         	8767.7   	3.5                 	11.2                  	7.35284      	61.6938     	3342.9
20:16.0     	11:33:57.0         	8779.2   	3.7                 	10.8                  	7.35304      	61.6939     	3346.6
20:16.9     	11:33:57.9         	8790.6   	3.6                 	11.0                  	7.35324      	61.6939     	3350.2
20:18.0     	11:33:59.0         	8802.7   	4.0                 	11.9                  	7.35344      	61.6939     	3354.1
20:18.9     	11:33:59.9         	8815.5   	3.7                 	12.8                  	7.35367      	61.6939     	3357.9
20:20.9     	11:34:01.9         	8842.9   	3.9                 	13.4                  	7.35415      	61.6940     	3365.8
20:22.0     	11:34:03.0         	8856.9   	4.0                 	13.4                  	7.35440      	61.6940     	3369.8
20:22.9     	11:34:03.9         	8373.9   	3.9                 	13.4                  	7.35464      	61.6941     	0.0
20:39.1     	11:34:20.1         	9088.1   	4.1                 	12.9                  	7.35844      	61.6946     	3438.1
20:42.1     	11:34:23.1         	9129.0   	4.1                 	13.4                  	7.35915      	61.6947     	3450.8
20:43.0     	11:34:24.0         	9143.1   	4.3                 	13.5                  	7.35939      	61.6947     	3455.1
20:44.1     	11:34:25.1         	8646.9   	0.0                 	13.6                  	7.35963      	61.6947     	0.0
20:44.9     	11:34:25.9         	9171.2   	4.3                 	13.7                  	7.35988      	61.6948     	3463.6
20:45.7     	11:34:26.7         	---      	---                 	---                   	---          	---         	---
21:02.0     	11:34:43.0         	9414.8   	4.6                 	13.8                  	7.36407      	61.6954     	3538.4
21:03.1     	11:34:44.1         	9428.9   	4.7                 	13.8                  	7.36431      	61.6955     	3543.2
21:04.0     	11:34:45.0         	9443.2   	4.6                 	14.1                  	7.36455      	61.6955     	3547.8
21:05.1     	11:34:46.1         	9457.6   	4.6                 	14.0                  	7.36479      	61.6956     	3552.3
21:06.0     	11:34:47.0         	8945.6   	4.7                 	13.6                  	7.36503      	61.6956     	0.0
21:07.1     	11:34:48.1         	9485.7   	4.9                 	13.3                  	7.36526      	61.6957     	3562.0
21:10.0     	11:34:51.0         	9528.1   	4.8                 	14.3                  	7.36597      	61.6958     	3576.2
21:10.9     	11:34:51.9         	9543.0   	4.6                 	14.9                  	7.36622      	61.6959     	3580.8
21:12.1     	11:34:53.1         	9558.3   	4.8                 	15.1                  	7.36647      	61.6959     	3585.6
21:13.0     	11:34:54.0         	9573.8   	4.7                 	15.0                  	7.36674      	61.6960     	3590.3
21:14.1     	11:34:55.1         	9589.0   	4.6                 	14.6                  	7.36699      	61.6960     	3594.9
21:15.0     	11:34:56.0         	9603.5   	4.8                 	13.7                  	7.36724      	61.6961     	3599.6
21:16.1     	11:34:57.1         	9617.2   	4.6                 	13.0                  	7.36747      	61.6961     	3604.3
21:17.0     	11:34:58.0         	9630.3   	4.4                 	12.7                  	7.36768      	61.6962     	3608.6
21:18.1     	11:34:59.1         	9643.6   	4.6                 	13.1                  	7.36791      	61.6962     	3613.2
21:19.0     	11:35:00.0         	9657.4   	4.4                 	13.7                  	7.36814      	61.6963     	3617.7
21:20.1     	11:35:01.1         	9671.6   	4.5                 	14.1                  	7.36837      	61.6963     	3622.2
21:21.1     	11:35:02.1         	9685.9   	4.4                 	14.3                  	7.36861      	61.6964     	3626.6
21:21.9     	11:35:02.9         	9700.3   	4.5                 	14.3                  	7.36885      	61.6964     	3631.0
21:23.1     	11:35:04.1         	9175.3   	4.6                 	14.3                  	7.36910      	61.6965     	0.0
21:23.9     	11:35:04.9         	9729.5   	4.6                 	14.3                  	7.36934      	61.6966     	3640.2
21:25.9     	11:35:06.9         	---      	---                 	---                   	---          	---         	---
21:27.9     	11:35:08.9         	9786.0   	4.5                 	13.7                  	7.37028      	61.6968     	3658.6
21:29.1     	11:35:10.1         	9799.9   	4.5                 	13.6                  	7.37051      	61.6968     	3663.1
21:29.9     	11:35:10.9         	9813.8   	4.6                 	13.8                  	7.37074      	61.6969     	3667.6
21:31.1     	11:35:12.1         	9828.0   	4.7                 	14.0                  	7.37097      	61.6969     	3672.3
21:33.1     	11:35:14.1         	9857.1   	4.8                 	14.6                  	7.37145      	61.6971     	3681.6
21:36.9     	11:35:17.9         	---      	---                 	---                   	---          	---         	---
21:38.0     	11:35:19.0         	9933.7   	5.1                 	15.1                  	7.37273      	61.6973     	3706.0
21:40.0     	11:35:21.0         	9964.7   	5.2                 	14.8                  	7.37325      	61.6974     	3716.1
21:45.0     	11:35:26.0         	---      	---                 	---                   	---          	---         	---
21:46.1     	11:35:27.1         	10059.4  	5.2                 	0.0                   	7.37484      	61.6978     	3746.9
21:48.1     	11:35:29.1         	10090.5  	0.0                 	14.7                  	7.37537      	61.6979     	3757.1
21:52.0     	11:35:33.0         	---      	---                 	---                   	---          	---         	---
22:03.1     	11:35:44.1         	---      	---                 	---                   	---          	---         	---
22:04.0     	11:35:45.0         	---      	---                 	---                   	---          	---         	---
22:06.0     	11:35:47.0         	---      	---                 	---                   	---          	---         	---
22:14.1     	11:35:55.1         	---      	---                 	---                   	---          	---         	---
22:15.0     	11:35:56.0         	---      	---                 	---                   	---          	---         	---
22:23.1     	11:36:04.1         	10651.9  	4.2                 	0.0                   	7.38481      	61.7001     	3913.2
22:57.1     	11:36:38.1         	11226.2  	3.9                 	18.0                  	7.39454      	61.7024     	4047.8
22:57.9     	11:36:38.9         	---      	---                 	---                   	---          	---         	---
23:24.0     	11:37:05.0         	---      	---                 	---                   	---          	---         	---
23:26.0     	11:37:07.0         	---      	---                 	---                   	---          	---         	---
23:27.1     	11:37:08.1         	11148.6  	3.2                 	17.3                  	7.40356      	61.7046     	0.0
