Time [sec]	Time (UTC)	P [hPa]	T [°C]	Hu [%]	Ws [m/s]	Wd [°]	Ws U [m/s]	Ws V [m/s]	Geopot [m]	Dew [°C]
762       	05:32:26  	860.4  	-2.60 	88    	4.8     	330   	2.4       	-4.2      	1251      	-4.3
763       	05:32:27  	860.1  	-2.60 	88    	4.9     	330   	2.4       	-4.3      	1254      	-4.3
764       	05:32:28  	859.8  	-2.70 	88    	5.0     	329   	2.5       	-4.3      	1257      	-4.4
765       	05:32:29  	859.4  	-2.70 	88    	5.0     	329   	2.6       	-4.3      	1260      	-4.4
766       	05:32:30  	859.1  	-2.70 	88    	5.1     	329   	2.6       	-4.4      	1263      	-4.4
767       	05:32:31  	858.8  	-2.80 	88    	5.2     	329   	2.7       	-4.4      	1266      	-4.4
768       	05:32:32  	858.4  	-2.80 	88    	5.2     	329   	2.7       	-4.4      	1270      	-4.4
769       	05:32:33  	858.1  	-2.80 	88    	5.3     	329   	2.7       	-4.5      	1273      	-4.4
770       	05:32:34  	857.7  	-2.80 	88    	5.3     	329   	2.7       	-4.6      	1276      	-4.5
771       	05:32:35  	857.4  	-2.90 	89    	5.4     	330   	2.7       	-4.7      	1279      	-4.5
772       	05:32:36  	857.0  	-2.90 	89    	5.4     	330   	2.7       	-4.7      	1283      	-4.5
773       	05:32:37  	856.6  	-2.90 	89    	5.4     	331   	2.7       	-4.7      	1286      	-4.5
774       	05:32:38  	856.3  	-2.90 	89    	5.4     	331   	2.7       	-4.7      	1289      	-4.5
775       	05:32:39  	855.9  	-3.00 	89    	5.4     	330   	2.7       	-4.7      	1293      	-4.5
776       	05:32:40  	855.5  	-3.00 	89    	5.4     	330   	2.7       	-4.7      	1297      	-4.6
777       	05:32:41  	855.1  	-3.00 	89    	5.4     	330   	2.7       	-4.7      	1300      	-4.6
778       	05:32:42  	854.7  	-3.10 	89    	5.4     	329   	2.8       	-4.6      	1304      	-4.6
779       	05:32:43  	854.3  	-3.10 	89    	5.3     	329   	2.8       	-4.5      	1308      	-4.6
780       	05:32:44  	853.9  	-3.10 	89    	5.3     	329   	2.8       	-4.5      	1312      	-4.6
781       	05:32:45  	853.5  	-3.10 	89    	5.3     	328   	2.8       	-4.5      	1315      	-4.6
782       	05:32:46  	853.1  	-3.10 	89    	5.2     	327   	2.8       	-4.4      	1319      	-4.7
783       	05:32:47  	852.7  	-3.20 	89    	5.2     	326   	2.9       	-4.3      	1322      	-4.7
784       	05:32:48  	852.4  	-3.20 	89    	5.1     	326   	2.9       	-4.2      	1326      	-4.7
785       	05:32:49  	852.0  	-3.20 	89    	5.1     	325   	3.0       	-4.2      	1329      	-4.7
786       	05:32:50  	851.6  	-3.20 	89    	5.0     	324   	2.9       	-4.1      	1333      	-4.7
787       	05:32:51  	851.3  	-3.20 	89    	5.0     	323   	3.0       	-4.0      	1336      	-4.7
788       	05:32:52  	850.9  	-3.20 	89    	4.9     	322   	3.0       	-3.9      	1339      	-4.7
789       	05:32:53  	850.6  	-3.20 	89    	4.8     	321   	3.0       	-3.7      	1343      	-4.7
790       	05:32:54  	850.2  	-3.30 	89    	4.7     	320   	3.0       	-3.6      	1346      	-4.8
791       	05:32:55  	849.8  	-3.30 	89    	4.7     	319   	3.1       	-3.5      	1349      	-4.8
792       	05:32:56  	849.5  	-3.30 	89    	4.6     	318   	3.1       	-3.4      	1353      	-4.8
793       	05:32:57  	849.1  	-3.30 	89    	4.5     	316   	3.1       	-3.3      	1356      	-4.8
794       	05:32:58  	848.7  	-3.30 	89    	4.5     	316   	3.1       	-3.3      	1360      	-4.9
795       	05:32:59  	848.4  	-3.40 	89    	4.5     	316   	3.1       	-3.2      	1363      	-4.9
796       	05:33:00  	848.0  	-3.40 	89    	4.5     	316   	3.1       	-3.2      	1367      	-4.9
797       	05:33:01  	847.6  	-3.40 	89    	4.5     	316   	3.2       	-3.2      	1370      	-5.0
798       	05:33:02  	847.3  	-3.40 	89    	4.5     	316   	3.2       	-3.2      	1373      	-5.0
799       	05:33:03  	846.9  	-3.50 	89    	4.5     	316   	3.2       	-3.2      	1376      	-5.0
800       	05:33:04  	846.6  	-3.50 	89    	4.4     	316   	3.1       	-3.2      	1379      	-5.0
801       	05:33:05  	846.3  	-3.50 	89    	4.4     	317   	3.0       	-3.2      	1383      	-5.0
802       	05:33:06  	845.9  	-3.50 	89    	4.4     	317   	3.0       	-3.2      	1386      	-5.1
803       	05:33:07  	845.6  	-3.50 	89    	4.4     	318   	3.0       	-3.3      	1389      	-5.1
804       	05:33:08  	845.3  	-3.50 	89    	4.4     	318   	2.9       	-3.3      	1392      	-5.1
805       	05:33:09  	844.9  	-3.60 	89    	4.4     	318   	2.9       	-3.3      	1395      	-5.1
806       	05:33:10  	844.6  	-3.60 	89    	4.4     	319   	2.9       	-3.3      	1398      	-5.1
807       	05:33:11  	844.3  	-3.60 	89    	4.4     	320   	2.8       	-3.4      	1401      	-5.1
808       	05:33:12  	844.0  	-3.60 	89    	4.4     	321   	2.8       	-3.4      	1404      	-5.2
809       	05:33:13  	843.6  	-3.70 	89    	4.4     	321   	2.8       	-3.4      	1407      	-5.2
810       	05:33:14  	843.3  	-3.70 	89    	4.4     	322   	2.7       	-3.5      	1410      	-5.2
811       	05:33:15  	843.0  	-3.70 	89    	4.4     	323   	2.6       	-3.5      	1413      	-5.2
812       	05:33:16  	842.7  	-3.70 	89    	4.4     	324   	2.6       	-3.5      	1416      	-5.2
813       	05:33:17  	842.4  	-3.80 	90    	4.5     	324   	2.7       	-3.6      	1419      	-5.2
814       	05:33:18  	842.1  	-3.80 	90    	4.5     	326   	2.5       	-3.7      	1422      	-5.2
815       	05:33:19  	841.7  	-3.80 	90    	4.5     	327   	2.5       	-3.8      	1425      	-5.3
816       	05:33:20  	841.4  	-3.80 	90    	4.6     	328   	2.4       	-3.9      	1428      	-5.3
817       	05:33:21  	841.1  	-3.80 	90    	4.6     	330   	2.3       	-4.0      	1431      	-5.3
818       	05:33:22  	840.8  	-3.80 	90    	4.7     	331   	2.3       	-4.1      	1434      	-5.3
819       	05:33:23  	840.5  	-3.90 	90    	4.7     	332   	2.2       	-4.1      	1437      	-5.3
820       	05:33:24  	840.1  	-3.90 	90    	4.8     	332   	2.2       	-4.2      	1440      	-5.3
821       	05:33:25  	839.8  	-3.90 	90    	4.8     	333   	2.2       	-4.3      	1443      	-5.3
822       	05:33:26  	839.5  	-3.90 	90    	4.8     	333   	2.1       	-4.3      	1446      	-5.4
823       	05:33:27  	839.1  	-3.90 	90    	4.9     	334   	2.1       	-4.4      	1449      	-5.4
824       	05:33:28  	838.8  	-3.90 	90    	4.9     	335   	2.1       	-4.4      	1452      	-5.4
825       	05:33:29  	838.4  	-4.00 	90    	4.9     	335   	2.0       	-4.5      	1456      	-5.4
826       	05:33:30  	838.1  	-4.00 	89    	4.9     	336   	2.0       	-4.5      	1459      	-5.4
827       	05:33:31  	837.7  	-4.00 	89    	5.0     	336   	2.0       	-4.6      	1462      	-5.5
828       	05:33:32  	837.4  	-4.00 	89    	5.0     	336   	2.0       	-4.6      	1466      	-5.5
829       	05:33:33  	836.9  	-4.00 	89    	5.0     	336   	2.0       	-4.6      	1470      	-5.5
830       	05:33:34  	836.5  	-4.00 	89    	4.9     	337   	1.9       	-4.5      	1473      	-5.5
831       	05:33:35  	836.1  	-4.00 	89    	4.9     	337   	1.9       	-4.5      	1477      	-5.5
832       	05:33:36  	835.6  	-4.00 	89    	4.9     	337   	1.9       	-4.5      	1482      	-5.5
833       	05:33:37  	835.2  	-4.10 	89    	4.9     	337   	1.9       	-4.5      	1486      	-5.6
834       	05:33:38  	834.7  	-4.10 	89    	4.9     	336   	2.0       	-4.5      	1491      	-5.6
835       	05:33:39  	834.2  	-4.10 	89    	4.8     	336   	1.9       	-4.4      	1495      	-5.6
836       	05:33:40  	833.7  	-4.10 	89    	4.8     	335   	2.0       	-4.4      	1500      	-5.6
837       	05:33:41  	833.2  	-4.10 	89    	4.8     	335   	2.0       	-4.4      	1504      	-5.6
838       	05:33:42  	832.7  	-4.10 	89    	4.7     	335   	2.0       	-4.3      	1509      	-5.6
839       	05:33:43  	832.2  	-4.20 	89    	4.7     	334   	2.1       	-4.2      	1515      	-5.7
840       	05:33:44  	831.7  	-4.20 	89    	4.7     	334   	2.1       	-4.2      	1520      	-5.7
841       	05:33:45  	831.2  	-4.20 	89    	4.7     	334   	2.1       	-4.2      	1525      	-5.7
842       	05:33:46  	830.6  	-4.20 	89    	4.7     	334   	2.1       	-4.2      	1530      	-5.7
843       	05:33:47  	830.1  	-4.20 	89    	4.7     	334   	2.1       	-4.2      	1535      	-5.7
844       	05:33:48  	829.5  	-4.20 	89    	4.7     	334   	2.1       	-4.2      	1540      	-5.7
845       	05:33:49  	829.0  	-4.20 	89    	4.7     	334   	2.1       	-4.2      	1545      	-5.8
846       	05:33:50  	828.4  	-4.30 	89    	4.7     	335   	2.0       	-4.2      	1551      	-5.8
847       	05:33:51  	827.9  	-4.30 	89    	4.7     	335   	2.0       	-4.3      	1556      	-5.8
848       	05:33:52  	827.4  	-4.30 	89    	4.8     	335   	2.0       	-4.4      	1561      	-5.8
849       	05:33:53  	826.8  	-4.30 	89    	4.8     	336   	2.0       	-4.4      	1566      	-5.9
850       	05:33:54  	826.3  	-4.30 	89    	4.8     	336   	2.0       	-4.4      	1571      	-5.9
851       	05:33:55  	825.7  	-4.30 	89    	4.8     	336   	1.9       	-4.4      	1576      	-5.9
852       	05:33:56  	825.2  	-4.30 	88    	4.9     	337   	1.9       	-4.5      	1582      	-5.9
853       	05:33:57  	824.6  	-4.30 	88    	4.9     	337   	1.9       	-4.5      	1587      	-5.9
854       	05:33:58  	824.1  	-4.30 	88    	5.0     	337   	1.9       	-4.6      	1592      	-6.0
855       	05:33:59  	823.5  	-4.30 	88    	5.0     	338   	1.8       	-4.6      	1598      	-6.0
856       	05:34:00  	823.0  	-4.40 	88    	5.1     	339   	1.9       	-4.7      	1603      	-6.0
857       	05:34:01  	822.4  	-4.40 	88    	5.1     	339   	1.8       	-4.8      	1608      	-6.0
858       	05:34:02  	821.9  	-4.40 	88    	5.2     	340   	1.8       	-4.9      	1613      	-6.1
859       	05:34:03  	821.4  	-4.40 	88    	5.2     	340   	1.8       	-4.9      	1618      	-6.1
860       	05:34:04  	820.8  	-4.40 	88    	5.2     	340   	1.8       	-4.9      	1623      	-6.1
861       	05:34:05  	820.3  	-4.40 	88    	5.2     	341   	1.7       	-4.9      	1629      	-6.2
862       	05:34:06  	819.8  	-4.50 	88    	5.2     	341   	1.7       	-4.9      	1633      	-6.2
863       	05:34:07  	819.3  	-4.50 	88    	5.2     	341   	1.7       	-4.9      	1638      	-6.2
864       	05:34:08  	818.8  	-4.50 	88    	5.2     	341   	1.7       	-4.9      	1643      	-6.2
865       	05:34:09  	818.3  	-4.50 	88    	5.2     	341   	1.7       	-4.9      	1648      	-6.2
866       	05:34:10  	817.7  	-4.50 	88    	5.2     	341   	1.7       	-4.9      	1653      	-6.2
867       	05:34:11  	817.2  	-4.50 	87    	5.2     	341   	1.7       	-4.9      	1658      	-6.2
868       	05:34:12  	816.7  	-4.50 	87    	5.2     	341   	1.7       	-4.9      	1663      	-6.3
869       	05:34:13  	816.2  	-4.50 	87    	5.2     	341   	1.7       	-4.9      	1668      	-6.3
870       	05:34:14  	815.7  	-4.50 	87    	5.2     	341   	1.7       	-4.9      	1673      	-6.4
871       	05:34:15  	815.2  	-4.60 	87    	5.2     	341   	1.7       	-4.9      	1678      	-6.4
872       	05:34:16  	814.7  	-4.60 	87    	5.2     	341   	1.7       	-4.9      	1683      	-6.4
873       	05:34:17  	814.2  	-4.60 	87    	5.2     	341   	1.7       	-4.9      	1688      	-6.4
874       	05:34:18  	813.6  	-4.60 	87    	5.1     	341   	1.6       	-4.8      	1693      	-6.4
875       	05:34:19  	813.1  	-4.60 	87    	5.1     	341   	1.6       	-4.8      	1698      	-6.4
876       	05:34:20  	812.6  	-4.60 	87    	5.0     	342   	1.6       	-4.7      	1703      	-6.4
877       	05:34:21  	812.1  	-4.60 	87    	5.0     	342   	1.6       	-4.7      	1707      	-6.4
878       	05:34:22  	811.6  	-4.60 	87    	5.0     	342   	1.6       	-4.7      	1712      	-6.4
879       	05:34:23  	811.1  	-4.60 	87    	5.0     	341   	1.6       	-4.7      	1717      	-6.5
880       	05:34:24  	810.7  	-4.60 	87    	5.0     	341   	1.6       	-4.7      	1722      	-6.5
881       	05:34:25  	810.2  	-4.70 	87    	5.0     	341   	1.6       	-4.7      	1726      	-6.5
882       	05:34:26  	809.7  	-4.70 	87    	4.9     	341   	1.6       	-4.6      	1731      	-6.5
883       	05:34:27  	809.2  	-4.70 	87    	4.9     	341   	1.6       	-4.6      	1736      	-6.5
884       	05:34:28  	808.7  	-4.70 	87    	4.9     	341   	1.6       	-4.6      	1740      	-6.5
885       	05:34:29  	808.3  	-4.70 	87    	4.9     	341   	1.6       	-4.6      	1745      	-6.5
886       	05:34:30  	807.8  	-4.70 	87    	4.9     	341   	1.6       	-4.6      	1750      	-6.6
887       	05:34:31  	807.3  	-4.70 	87    	4.9     	341   	1.6       	-4.6      	1754      	-6.6
888       	05:34:32  	806.8  	-4.80 	87    	4.9     	341   	1.6       	-4.6      	1759      	-6.6
889       	05:34:33  	806.4  	-4.80 	87    	4.9     	341   	1.6       	-4.6      	1763      	-6.6
890       	05:34:34  	805.9  	-4.80 	87    	5.0     	341   	1.7       	-4.7      	1768      	-6.6
891       	05:34:35  	805.4  	-4.80 	87    	5.0     	341   	1.7       	-4.7      	1773      	-6.6
892       	05:34:36  	804.9  	-4.80 	87    	5.0     	341   	1.6       	-4.7      	1777      	-6.7
893       	05:34:37  	804.5  	-4.80 	87    	5.0     	341   	1.6       	-4.7      	1782      	-6.7
894       	05:34:38  	804.0  	-4.80 	86    	5.0     	341   	1.6       	-4.7      	1787      	-6.7
895       	05:34:39  	803.6  	-4.80 	86    	5.0     	341   	1.6       	-4.7      	1791      	-6.7
896       	05:34:40  	803.1  	-4.80 	86    	5.1     	341   	1.7       	-4.8      	1795      	-6.8
897       	05:34:41  	802.7  	-4.80 	86    	5.1     	341   	1.7       	-4.8      	1799      	-6.8
898       	05:34:42  	802.3  	-4.90 	86    	5.1     	341   	1.7       	-4.8      	1803      	-6.8
899       	05:34:43  	801.8  	-4.90 	86    	5.1     	341   	1.7       	-4.8      	1808      	-6.8
900       	05:34:44  	801.4  	-4.90 	86    	5.1     	341   	1.7       	-4.8      	1812      	-6.9
901       	05:34:45  	800.9  	-4.90 	85    	5.1     	341   	1.7       	-4.8      	1816      	-6.9
902       	05:34:46  	800.4  	-4.90 	85    	5.1     	341   	1.7       	-4.8      	1821      	-6.9
903       	05:34:47  	799.9  	-4.90 	85    	5.1     	341   	1.7       	-4.8      	1826      	-7.0
904       	05:34:48  	799.4  	-4.90 	85    	5.1     	341   	1.7       	-4.8      	1831      	-7.0
905       	05:34:49  	798.9  	-4.90 	85    	5.1     	341   	1.7       	-4.8      	1837      	-7.0
906       	05:34:50  	798.4  	-4.90 	85    	5.2     	341   	1.7       	-4.9      	1842      	-7.0
907       	05:34:51  	797.8  	-4.90 	85    	5.2     	340   	1.8       	-4.9      	1847      	-7.0
908       	05:34:52  	797.3  	-4.90 	84    	5.2     	341   	1.7       	-4.9      	1852      	-7.0
909       	05:34:53  	796.8  	-4.90 	84    	5.3     	340   	1.8       	-5.0      	1858      	-7.1
910       	05:34:54  	796.3  	-4.90 	84    	5.3     	340   	1.8       	-5.0      	1863      	-7.1
911       	05:34:55  	795.8  	-4.90 	84    	5.4     	340   	1.9       	-5.1      	1868      	-7.1
912       	05:34:56  	795.3  	-4.90 	84    	5.4     	340   	1.9       	-5.1      	1873      	-7.1
913       	05:34:57  	794.8  	-4.90 	84    	5.4     	339   	1.9       	-5.1      	1877      	-7.1
914       	05:34:58  	794.3  	-4.90 	84    	5.4     	340   	1.9       	-5.1      	1882      	-7.1
915       	05:34:59  	793.9  	-4.90 	84    	5.5     	339   	2.0       	-5.1      	1887      	-7.1
916       	05:35:00  	793.4  	-4.90 	84    	5.5     	339   	2.0       	-5.1      	1891      	-7.1
917       	05:35:01  	792.9  	-4.90 	84    	5.5     	339   	2.0       	-5.1      	1896      	-7.1
918       	05:35:02  	792.5  	-5.00 	84    	5.5     	339   	2.0       	-5.1      	1900      	-7.2
919       	05:35:03  	792.1  	-5.00 	84    	5.5     	338   	2.0       	-5.1      	1904      	-7.2
920       	05:35:04  	791.7  	-5.00 	84    	5.6     	338   	2.1       	-5.2      	1908      	-7.2
921       	05:35:05  	791.3  	-5.00 	85    	5.6     	337   	2.2       	-5.2      	1912      	-7.2
922       	05:35:06  	790.9  	-5.10 	85    	5.6     	337   	2.2       	-5.2      	1916      	-7.2
923       	05:35:07  	790.5  	-5.10 	85    	5.6     	337   	2.2       	-5.2      	1920      	-7.2
924       	05:35:08  	790.1  	-5.10 	85    	5.7     	337   	2.3       	-5.2      	1923      	-7.3
925       	05:35:09  	789.7  	-5.10 	85    	5.7     	336   	2.3       	-5.2      	1927      	-7.3
926       	05:35:10  	789.4  	-5.10 	85    	5.7     	336   	2.3       	-5.2      	1931      	-7.3
927       	05:35:11  	789.0  	-5.20 	85    	5.8     	336   	2.4       	-5.3      	1935      	-7.3
928       	05:35:12  	788.6  	-5.20 	85    	5.7     	336   	2.4       	-5.2      	1938      	-7.3
929       	05:35:13  	788.3  	-5.20 	85    	5.7     	336   	2.4       	-5.2      	1942      	-7.3
930       	05:35:14  	787.9  	-5.20 	85    	5.7     	336   	2.4       	-5.2      	1946      	-7.3
931       	05:35:15  	787.6  	-5.20 	85    	5.7     	335   	2.4       	-5.2      	1949      	-7.3
932       	05:35:16  	787.2  	-5.20 	85    	5.7     	335   	2.4       	-5.2      	1953      	-7.4
933       	05:35:17  	786.9  	-5.20 	85    	5.7     	335   	2.4       	-5.2      	1956      	-7.4
934       	05:35:18  	786.5  	-5.20 	85    	5.7     	334   	2.5       	-5.1      	1960      	-7.4
935       	05:35:19  	786.2  	-5.20 	85    	5.7     	334   	2.5       	-5.1      	1963      	-7.4
936       	05:35:20  	785.8  	-5.20 	84    	5.7     	334   	2.5       	-5.1      	1966      	-7.4
937       	05:35:21  	785.5  	-5.20 	84    	5.7     	334   	2.5       	-5.1      	1970      	-7.4
938       	05:35:22  	785.1  	-5.20 	84    	5.7     	334   	2.5       	-5.1      	1973      	-7.5
939       	05:35:23  	784.8  	-5.20 	84    	5.7     	334   	2.5       	-5.1      	1977      	-7.5
940       	05:35:24  	784.4  	-5.20 	84    	5.7     	334   	2.5       	-5.1      	1980      	-7.5
941       	05:35:25  	784.1  	-5.30 	84    	5.7     	334   	2.5       	-5.1      	1984      	-7.5
942       	05:35:26  	783.7  	-5.30 	84    	5.6     	333   	2.5       	-5.0      	1987      	-7.5
943       	05:35:27  	783.3  	-5.30 	84    	5.6     	333   	2.5       	-5.0      	1991      	-7.5
944       	05:35:28  	783.0  	-5.30 	84    	5.6     	333   	2.5       	-5.0      	1995      	-7.6
945       	05:35:29  	782.6  	-5.30 	84    	5.6     	333   	2.5       	-5.0      	1998      	-7.6
946       	05:35:30  	782.2  	-5.30 	84    	5.6     	333   	2.5       	-5.0      	2002      	-7.6
947       	05:35:31  	781.8  	-5.30 	83    	5.6     	333   	2.5       	-5.0      	2006      	-7.7
948       	05:35:32  	781.5  	-5.30 	83    	5.6     	333   	2.5       	-5.0      	2010      	-7.7
949       	05:35:33  	781.1  	-5.30 	83    	5.6     	334   	2.5       	-5.0      	2014      	-7.7
950       	05:35:34  	780.7  	-5.30 	83    	5.6     	334   	2.5       	-5.0      	2018      	-7.7
951       	05:35:35  	780.4  	-5.40 	83    	5.6     	334   	2.5       	-5.0      	2021      	-7.8
952       	05:35:36  	780.0  	-5.40 	83    	5.6     	334   	2.5       	-5.0      	2025      	-7.8
953       	05:35:37  	779.7  	-5.40 	83    	5.6     	334   	2.5       	-5.0      	2028      	-7.8
954       	05:35:38  	779.3  	-5.40 	83    	5.6     	334   	2.4       	-5.1      	2032      	-7.8
955       	05:35:39  	779.0  	-5.40 	83    	5.6     	334   	2.4       	-5.1      	2035      	-7.9
956       	05:35:40  	778.7  	-5.40 	83    	5.6     	334   	2.4       	-5.1      	2039      	-7.9
957       	05:35:41  	778.4  	-5.40 	82    	5.6     	334   	2.4       	-5.1      	2042      	-7.9
958       	05:35:42  	778.0  	-5.40 	82    	5.6     	334   	2.4       	-5.1      	2046      	-7.9
959       	05:35:43  	777.7  	-5.40 	82    	5.6     	335   	2.4       	-5.1      	2048      	-8.0
960       	05:35:44  	777.4  	-5.40 	82    	5.6     	335   	2.4       	-5.1      	2051      	-8.0
961       	05:35:45  	777.2  	-5.50 	82    	5.6     	335   	2.4       	-5.1      	2053      	-8.0
962       	05:35:46  	777.0  	-5.50 	82    	5.5     	335   	2.3       	-5.0      	2056      	-8.0
963       	05:35:47  	776.7  	-5.50 	82    	5.5     	335   	2.3       	-5.0      	2058      	-8.0
964       	05:35:48  	776.5  	-5.50 	82    	5.5     	335   	2.3       	-5.0      	2060      	-8.0
965       	05:35:49  	776.3  	-5.50 	82    	5.5     	335   	2.3       	-5.0      	2062      	-8.1
966       	05:35:50  	776.1  	-5.50 	82    	5.5     	336   	2.3       	-5.0      	2064      	-8.1
967       	05:35:51  	775.9  	-5.50 	82    	5.5     	336   	2.3       	-5.0      	2066      	-8.1
968       	05:35:52  	775.7  	-5.60 	82    	5.5     	336   	2.3       	-5.0      	2069      	-8.1
969       	05:35:53  	775.5  	-5.60 	82    	5.5     	336   	2.3       	-5.0      	2071      	-8.1
970       	05:35:54  	775.3  	-5.60 	82    	5.5     	336   	2.3       	-5.0      	2072      	-8.2
971       	05:35:55  	775.1  	-5.60 	82    	5.5     	336   	2.3       	-5.0      	2074      	-8.2
972       	05:35:56  	774.9  	-5.60 	82    	5.5     	336   	2.3       	-5.0      	2076      	-8.2
973       	05:35:57  	774.7  	-5.60 	82    	5.5     	336   	2.3       	-5.0      	2078      	-8.2
974       	05:35:58  	774.5  	-5.60 	82    	5.4     	335   	2.2       	-4.9      	2080      	-8.2
975       	05:35:59  	774.3  	-5.70 	82    	5.4     	335   	2.2       	-4.9      	2082      	-8.2
976       	05:36:00  	774.1  	-5.70 	82    	5.4     	335   	2.2       	-4.9      	2084      	-8.3
977       	05:36:01  	773.9  	-5.70 	82    	5.4     	335   	2.2       	-4.9      	2086      	-8.3
978       	05:36:02  	773.7  	-5.70 	82    	5.4     	335   	2.3       	-4.9      	2088      	-8.3
979       	05:36:03  	773.6  	-5.70 	82    	5.4     	335   	2.3       	-4.9      	2090      	-8.3
980       	05:36:04  	773.4  	-5.70 	82    	5.4     	335   	2.3       	-4.9      	2092      	-8.3
981       	05:36:05  	773.2  	-5.70 	82    	5.4     	335   	2.3       	-4.9      	2094      	-8.3
982       	05:36:06  	773.0  	-5.70 	82    	5.4     	335   	2.3       	-4.9      	2095      	-8.3
983       	05:36:07  	772.8  	-5.80 	82    	5.3     	335   	2.2       	-4.8      	2097      	-8.3
984       	05:36:08  	772.6  	-5.80 	82    	5.3     	335   	2.2       	-4.8      	2099      	-8.4
985       	05:36:09  	772.4  	-5.80 	82    	5.4     	334   	2.3       	-4.9      	2101      	-8.4
986       	05:36:10  	772.2  	-5.80 	82    	5.3     	334   	2.3       	-4.8      	2103      	-8.4
987       	05:36:11  	772.1  	-5.80 	82    	5.3     	334   	2.3       	-4.8      	2105      	-8.4
988       	05:36:12  	771.9  	-5.80 	82    	5.3     	334   	2.3       	-4.8      	2107      	-8.4
989       	05:36:13  	771.7  	-5.90 	82    	5.3     	334   	2.3       	-4.8      	2109      	-8.4
990       	05:36:14  	771.5  	-5.90 	82    	5.3     	334   	2.3       	-4.8      	2111      	-8.4
991       	05:36:15  	771.3  	-5.90 	82    	5.3     	334   	2.3       	-4.8      	2113      	-8.4
992       	05:36:16  	771.1  	-5.90 	82    	5.3     	334   	2.3       	-4.8      	2115      	-8.5
993       	05:36:17  	770.9  	-5.90 	82    	5.3     	334   	2.3       	-4.8      	2117      	-8.5
994       	05:36:18  	770.7  	-6.00 	82    	5.3     	334   	2.3       	-4.8      	2119      	-8.5
995       	05:36:19  	770.5  	-6.00 	82    	5.3     	333   	2.4       	-4.7      	2121      	-8.5
996       	05:36:20  	770.3  	-6.00 	82    	5.3     	333   	2.4       	-4.7      	2123      	-8.5
997       	05:36:21  	770.1  	-6.00 	82    	5.3     	333   	2.4       	-4.7      	2125      	-8.5
998       	05:36:22  	769.9  	-6.00 	82    	5.3     	333   	2.4       	-4.7      	2127      	-8.5
999       	05:36:23  	769.7  	-6.10 	82    	5.3     	333   	2.4       	-4.7      	2129      	-8.6
1000      	05:36:24  	769.5  	-6.10 	82    	5.3     	333   	2.4       	-4.7      	2131      	-8.6
1001      	05:36:25  	769.3  	-6.10 	82    	5.3     	333   	2.4       	-4.7      	2133      	-8.6
1002      	05:36:26  	769.2  	-6.10 	82    	5.3     	333   	2.4       	-4.7      	2134      	-8.6
1003      	05:36:27  	769.0  	-6.10 	82    	5.3     	333   	2.4       	-4.7      	2136      	-8.6
1004      	05:36:28  	768.8  	-6.10 	82    	5.3     	333   	2.4       	-4.7      	2138      	-8.6
1005      	05:36:29  	768.6  	-6.20 	82    	5.3     	333   	2.4       	-4.7      	2140      	-8.6
1006      	05:36:30  	768.4  	-6.20 	83    	5.3     	333   	2.4       	-4.7      	2143      	-8.6
1007      	05:36:31  	768.2  	-6.20 	83    	5.3     	333   	2.4       	-4.7      	2145      	-8.6
1008      	05:36:32  	768.0  	-6.20 	83    	5.3     	333   	2.4       	-4.7      	2147      	-8.7
1009      	05:36:33  	767.8  	-6.20 	83    	5.3     	333   	2.4       	-4.7      	2149      	-8.7
1010      	05:36:34  	767.6  	-6.20 	83    	5.3     	333   	2.4       	-4.7      	2150      	-8.7
1011      	05:36:35  	767.4  	-6.30 	83    	5.3     	333   	2.4       	-4.7      	2152      	-8.7
1012      	05:36:36  	767.2  	-6.30 	83    	5.3     	333   	2.4       	-4.7      	2154      	-8.7
1013      	05:36:37  	767.0  	-6.30 	83    	5.3     	333   	2.4       	-4.7      	2156      	-8.7
1014      	05:36:38  	766.8  	-6.30 	83    	5.3     	333   	2.4       	-4.7      	2158      	-8.7
1015      	05:36:39  	766.7  	-6.30 	83    	5.3     	333   	2.4       	-4.7      	2160      	-8.7
1016      	05:36:40  	766.5  	-6.30 	83    	5.3     	333   	2.4       	-4.7      	2162      	-8.7
1017      	05:36:41  	766.3  	-6.30 	83    	5.3     	333   	2.4       	-4.7      	2163      	-8.7
1018      	05:36:42  	766.1  	-6.40 	83    	5.3     	333   	2.4       	-4.7      	2165      	-8.7
1019      	05:36:43  	766.0  	-6.40 	83    	5.3     	333   	2.4       	-4.7      	2167      	-8.7
1020      	05:36:44  	765.8  	-6.40 	83    	5.3     	333   	2.4       	-4.7      	2169      	-8.7
1021      	05:36:45  	765.6  	-6.40 	84    	5.3     	333   	2.4       	-4.7      	2170      	-8.7
1022      	05:36:46  	765.5  	-6.40 	84    	5.2     	332   	2.4       	-4.6      	2172      	-8.7
1023      	05:36:47  	765.3  	-6.40 	84    	5.2     	333   	2.4       	-4.6      	2174      	-8.7
1024      	05:36:48  	765.1  	-6.40 	84    	5.2     	333   	2.4       	-4.6      	2176      	-8.7
1025      	05:36:49  	764.9  	-6.50 	84    	5.2     	333   	2.4       	-4.6      	2177      	-8.7
1026      	05:36:50  	764.8  	-6.50 	84    	5.2     	333   	2.4       	-4.6      	2179      	-8.7
1027      	05:36:51  	764.6  	-6.50 	84    	5.2     	333   	2.4       	-4.6      	2181      	-8.7
1028      	05:36:52  	764.4  	-6.50 	84    	5.2     	333   	2.4       	-4.6      	2183      	-8.7
